#TAIL		CONCURRENT BLOCK SIZE	
#LENGTH		1	2	3	4	5	6	7	8	9

1		-0.17	-0.096	-0.322	1.177	1.816	2.092	2.637	2.83	3
2		-0.152	-0.003	-0.096	1.076	1.564	1.859	2.343	2.848	3.018
3		3.459	3.459	3.459	3.459	3.459	3.459	3.459	3.459	3.459
4		-0.126	-0.01	-0.08	0.749	1.221	1.679	1.916	2.329	2.756
5		3.7	3.7	3.7	3.7	3.7	3.7	3.7	3.7	3.7
6		3.807	3.807	3.807	3.807	3.807	3.807	3.807	3.807	3.807
7		-0.1	-0.014	-0.193	-0.068	0.964	1.349	1.624	2	2.165
8		-0.093	-0.014	-0.059	0.631	0.863	1.23	1.5	1.848	2.02
9		-0.087	-0.014	-0.17	-0.059	0.754	1.13	1.394	1.717	2.05
10		4.17	4.17	4.17	4.17	4.17	4.17	4.17	4.17	4.17
11		4.248	4.248	4.248	4.248	4.248	4.248	4.248	4.248	4.248
12		-0.074	-0.014	-0.047	0.544	0.645	0.923	1.196	1.495	1.691
13		-0.07	-0.013	-0.138	-0.047	0.678	0.862	1.122	1.403	1.597
14		-0.067	-0.013	-0.042	0.509	0.616	0.799	1.089	1.322	1.514
15		-0.064	-0.013	-0.126	0.456	0.645	0.719	1.023	1.25	1.508
16		-0.061	-0.013	-0.039	0.478	0.589	0.666	0.965	1.185	1.43
17		-0.059	-0.012	-0.115	0.431	0.541	0.694	0.924	1.161	1.359
18		-0.057	-0.012	-0.035	0.45	0.564	0.646	0.871	1.102	1.295
