#TAIL		CONCURRENT BLOCK SIZE	
#LENGTH		1	2	3	4	5	6	7	8	9

1		0.226	3.17	3.17	3.17	3.17	3.17	3.17	3.17	3.17
2		0.198	3.322	3.322	3.322	3.322	3.322	3.322	3.322	3.322
3		3.459	3.459	3.459	3.459	3.459	3.459	3.459	3.459	3.459
4		0.158	3.585	3.585	3.585	3.585	3.585	3.585	3.585	3.585
5		3.7	3.7	3.7	3.7	3.7	3.7	3.7	3.7	3.7
6		3.807	3.807	3.807	3.807	3.807	3.807	3.807	3.807	3.807
7		0.122	3.907	3.907	3.907	3.907	3.907	3.907	3.907	3.907
8		0.113	4	4	4	4	4	4	4	4
9		0.106	4.087	4.087	4.087	4.087	4.087	4.087	4.087	4.087
10		4.17	4.17	4.17	4.17	4.17	4.17	4.17	4.17	4.17
11		4.248	4.248	4.248	4.248	4.248	4.248	4.248	4.248	4.248
12		0.088	4.322	4.322	4.322	4.322	4.322	4.322	4.322	4.322
13		0.083	4.392	4.392	4.392	4.392	4.392	4.392	4.392	4.392
14		0.079	4.459	4.459	4.459	4.459	4.459	4.459	4.459	4.459
15		0.075	4.524	4.524	4.524	4.524	4.524	4.524	4.524	4.524
16		0.072	4.585	4.585	4.585	4.585	4.585	4.585	4.585	4.585
17		0.069	4.644	4.644	4.644	4.644	4.644	4.644	4.644	4.644
18		0.066	4.7	4.7	4.7	4.7	4.7	4.7	4.7	4.7
