#TAIL		CONCURRENT BLOCK SIZE	
#LENGTH		1	2	3	4	5	6	7	8	9

1		1.5	1.126	1.456	1.601	1.766	2.099	2.217	2.452	2.496
2		1	1.167	1.455	1.592	1.746	2.11	2.217	2.328	2.555
3		1.057	1.205	1.461	1.529	1.738	2.067	2.226	2.329	2.601
4		1.107	1.241	1.471	1.485	1.688	1.879	2.19	2.337	2.434
5		1.153	1.274	1.168	1.454	1.652	1.837	2.012	2.306	2.441
6		1.195	1.306	1.172	1.431	1.581	1.808	1.976	2.287	2.414
7		1.233	1.336	1.178	1.416	1.525	1.748	1.951	2.104	2.397
8		1.269	1.021	1.185	1.404	1.481	1.702	1.899	2.082	2.354
9		1.302	1.041	1.193	1.397	1.445	1.629	1.86	2.037	2.203
10		0.977	1.06	1.202	1.183	1.416	1.569	1.797	2.002	2.163
11		1	1.078	1.211	1.175	1.392	1.519	1.746	1.948	2.132
12		1.022	1.095	1.221	1.169	1.373	1.476	1.674	1.902	2.083
13		1.042	1.112	1.23	1.165	1.357	1.44	1.613	1.84	2.043
14		1.062	1.128	1.24	1.162	1.343	1.409	1.56	1.786	1.988
15		1.08	1.143	1.019	1.16	1.183	1.383	1.515	1.717	1.94
16		1.098	1.158	1.025	1.159	1.171	1.359	1.475	1.656	1.878
17		1.115	0.936	1.032	1.16	1.16	1.339	1.44	1.603	1.824
18		1.131	0.946	1.038	1.16	1.151	1.321	1.409	1.556	1.757
