#TAIL		CONCURRENT BLOCK SIZE	
#LENGTH		1	2	3	4	5	6	7	8	9

1		-0.17	0.205	0.623	0.978	1.406	1.338	1.737	1.678	2
2		-0.152	0.181	0.552	1.076	0.978	1.406	1.338	1.737	1.678
3		-0.138	0.162	0.496	0.886	1.076	1.468	1.406	1.776	1.737
4		-0.126	0.147	0.451	0.787	1.166	1.076	1.468	1.406	1.776
5		-0.115	0.135	0.413	0.708	1.248	1.166	1.527	1.468	1.816
6		-0.107	0.124	0.381	0.644	1.043	1.248	1.583	1.527	1.851
7		-0.1	0.115	0.353	0.59	0.941	1.324	1.248	1.583	1.527
8		-0.093	0.107	0.33	0.544	0.857	1.395	1.324	1.637	1.583
9		-0.087	0.1	0.309	0.505	0.787	1.184	1.395	1.324	1.637
10		-0.082	0.094	0.29	0.471	0.727	1.082	1.46	1.395	1.688
11		-0.078	0.089	0.274	0.441	0.675	0.996	1.523	1.46	1.738
12		-0.074	0.084	0.26	0.415	0.647	0.923	1.381	1.523	1.46
13		-0.07	0.08	0.247	0.391	0.611	0.859	1.212	1.581	1.523
14		-0.067	0.076	0.235	0.37	0.579	0.802	1.125	1.306	1.581
15		-0.064	0.072	0.224	0.39	0.55	0.757	1.049	1.503	1.637
16		-0.061	0.069	0.214	0.373	0.523	0.718	0.983	1.33	1.689
17		-0.059	0.066	0.205	0.358	0.5	0.682	0.912	1.243	1.441
18		-0.057	0.063	0.197	0.343	0.478	0.649	0.865	1.167	1.612
